opportunity_id,player_name,role,roe,roe_tier,frame,x,y,ball_land_x,ball_land_y,flight_time_s
2023100107_4204_52453,Antoine Winfield Jr.,SINGLE_HIGH,-2.45,Low,5,61.53,30.44,51.15,28.17,1.2
2023100107_4204_52453,Antoine Winfield Jr.,SINGLE_HIGH,-2.45,Low,6,61.77,30.39,51.15,28.17,1.2
2023100107_4204_52453,Antoine Winfield Jr.,SINGLE_HIGH,-2.45,Low,7,61.93,30.35,51.15,28.17,1.2
2023100107_4204_52453,Antoine Winfield Jr.,SINGLE_HIGH,-2.45,Low,8,62.01,30.34,51.15,28.17,1.2
2023100107_4204_52453,Antoine Winfield Jr.,SINGLE_HIGH,-2.45,Low,9,62.01,30.33,51.15,28.17,1.2
2023100107_4204_52453,Antoine Winfield Jr.,SINGLE_HIGH,-2.45,Low,10,61.93,30.34,51.15,28.17,1.2
2023100107_4204_52453,Antoine Winfield Jr.,SINGLE_HIGH,-2.45,Low,11,61.79,30.35,51.15,28.17,1.2
2023100107_4204_52453,Antoine Winfield Jr.,SINGLE_HIGH,-2.45,Low,12,61.59,30.36,51.15,28.17,1.2
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,1,40.43,30.99,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,2,40.43,31.05,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,3,40.42,31.1,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,4,40.43,31.13,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,5,40.46,31.15,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,6,40.52,31.16,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,7,40.6,31.16,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,8,40.72,31.15,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,9,40.86,31.13,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,10,41.05,31.1,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,11,41.27,31.07,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,12,41.53,31.03,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,13,41.83,30.98,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,14,42.15,30.92,51.38,32.25,1.5
2023091709_2391_54718,Russ Yeast,SPLIT_DEEP,-2.2,Low,15,42.5,30.86,51.38,32.25,1.5
2023101900_4336_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.93,Low,1,52.76,20.12,45.35,27.33,1.0
2023101900_4336_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.93,Low,2,53.05,20.08,45.35,27.33,1.0
2023101900_4336_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.93,Low,3,53.33,20.06,45.35,27.33,1.0
2023101900_4336_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.93,Low,4,53.59,20.09,45.35,27.33,1.0
2023101900_4336_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.93,Low,5,53.82,20.17,45.35,27.33,1.0
2023101900_4336_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.93,Low,6,54.02,20.3,45.35,27.33,1.0
2023101900_4336_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.93,Low,7,54.17,20.48,45.35,27.33,1.0
2023101900_4336_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.93,Low,8,54.29,20.72,45.35,27.33,1.0
2023101900_4336_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.93,Low,9,54.35,21.02,45.35,27.33,1.0
2023101900_4336_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.93,Low,10,54.38,21.35,45.35,27.33,1.0
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,1,48.73,22.45,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,2,48.63,22.43,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,3,48.52,22.42,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,4,48.41,22.47,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,5,48.3,22.54,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,6,48.2,22.66,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,7,48.1,22.85,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,8,48.01,23.07,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,9,47.93,23.34,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,10,47.86,23.65,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,11,47.81,23.98,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,12,47.79,24.35,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,13,47.82,24.73,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,14,47.89,25.12,52.6,31.65,1.5
2023101506_3156_44926,Rayshawn Jenkins,SPLIT_DEEP,-1.72,Low,15,47.99,25.5,52.6,31.65,1.5
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,1,110.32,16.32,101.1,20.89,1.1
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,2,110.44,16.1,101.1,20.89,1.1
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,3,110.51,15.89,101.1,20.89,1.1
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,4,110.56,15.7,101.1,20.89,1.1
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,5,110.56,15.54,101.1,20.89,1.1
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,6,110.5,15.41,101.1,20.89,1.1
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,7,110.39,15.32,101.1,20.89,1.1
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,8,110.22,15.26,101.1,20.89,1.1
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,9,109.98,15.23,101.1,20.89,1.1
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,10,109.68,15.24,101.1,20.89,1.1
2023101510_2985_52607,Jordan Fuller,SINGLE_HIGH,-1.53,Low,11,109.31,15.28,101.1,20.89,1.1
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,1,71.7,22.57,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,2,72.16,22.53,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,3,72.62,22.45,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,4,73.08,22.34,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,5,73.54,22.21,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,6,74.0,22.04,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,7,74.45,21.84,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,8,74.91,21.62,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,9,75.38,21.37,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,10,75.86,21.09,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,11,76.37,20.78,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,12,76.88,20.44,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,13,77.41,20.07,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,14,77.94,19.68,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,15,78.48,19.25,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,16,79.01,18.8,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,17,79.54,18.32,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,18,80.06,17.83,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,19,80.56,17.31,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,20,81.03,16.77,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,21,81.48,16.2,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,22,81.9,15.62,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,23,82.29,15.02,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,24,82.65,14.4,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,25,82.99,13.77,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,26,83.29,13.13,83.18,-0.3,2.7
2023111907_2789_54578,Percy Butler,SINGLE_HIGH,-1.29,Low,27,83.56,12.49,83.18,-0.3,2.7
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,1,47.26,32.94,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,2,47.65,33.37,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,3,48.03,33.84,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,4,48.4,34.35,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,5,48.74,34.9,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,6,49.07,35.48,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,7,49.38,36.09,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,8,49.67,36.72,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,9,49.94,37.36,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,10,50.2,38.03,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,11,50.43,38.69,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,12,50.65,39.37,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,13,50.87,40.04,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,14,51.06,40.71,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,15,51.24,41.38,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,16,51.41,42.03,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,17,51.56,42.68,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,18,51.7,43.31,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,19,51.83,43.93,41.57,51.13,2.0
2023102204_2246_53604,Jason Pinnock,SPLIT_DEEP,-1.11,Low,20,51.95,44.54,41.57,51.13,2.0
2023123112_1509_52594,Alohi Gilman,SINGLE_HIGH,-0.87,Average,1,80.44,21.0,69.27,17.48,1.0
2023123112_1509_52594,Alohi Gilman,SINGLE_HIGH,-0.87,Average,2,80.55,20.43,69.27,17.48,1.0
2023123112_1509_52594,Alohi Gilman,SINGLE_HIGH,-0.87,Average,3,80.62,19.85,69.27,17.48,1.0
2023123112_1509_52594,Alohi Gilman,SINGLE_HIGH,-0.87,Average,4,80.64,19.26,69.27,17.48,1.0
2023123112_1509_52594,Alohi Gilman,SINGLE_HIGH,-0.87,Average,5,80.59,18.68,69.27,17.48,1.0
2023123112_1509_52594,Alohi Gilman,SINGLE_HIGH,-0.87,Average,6,80.5,18.11,69.27,17.48,1.0
2023123112_1509_52594,Alohi Gilman,SINGLE_HIGH,-0.87,Average,7,80.34,17.55,69.27,17.48,1.0
2023123112_1509_52594,Alohi Gilman,SINGLE_HIGH,-0.87,Average,8,80.14,17.0,69.27,17.48,1.0
2023123112_1509_52594,Alohi Gilman,SINGLE_HIGH,-0.87,Average,9,79.89,16.46,69.27,17.48,1.0
2023123112_1509_52594,Alohi Gilman,SINGLE_HIGH,-0.87,Average,10,79.61,15.93,69.27,17.48,1.0
2023121801_3350_42543,Quandre Diggs,SINGLE_HIGH,-0.71,Average,1,49.6,24.48,41.06,21.63,0.9
2023121801_3350_42543,Quandre Diggs,SINGLE_HIGH,-0.71,Average,2,49.62,24.35,41.06,21.63,0.9
2023121801_3350_42543,Quandre Diggs,SINGLE_HIGH,-0.71,Average,3,49.61,24.23,41.06,21.63,0.9
2023121801_3350_42543,Quandre Diggs,SINGLE_HIGH,-0.71,Average,4,49.56,24.11,41.06,21.63,0.9
2023121801_3350_42543,Quandre Diggs,SINGLE_HIGH,-0.71,Average,5,49.49,24.01,41.06,21.63,0.9
2023121801_3350_42543,Quandre Diggs,SINGLE_HIGH,-0.71,Average,6,49.38,23.93,41.06,21.63,0.9
2023121801_3350_42543,Quandre Diggs,SINGLE_HIGH,-0.71,Average,7,49.21,23.88,41.06,21.63,0.9
2023121801_3350_42543,Quandre Diggs,SINGLE_HIGH,-0.71,Average,8,49.01,23.87,41.06,21.63,0.9
2023121801_3350_42543,Quandre Diggs,SINGLE_HIGH,-0.71,Average,9,48.78,23.91,41.06,21.63,0.9
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,1,51.62,25.85,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,2,52.07,25.7,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,3,52.54,25.51,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,4,53.0,25.28,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,5,53.46,25.0,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,6,53.91,24.69,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,7,54.34,24.34,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,8,54.77,23.95,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,9,55.16,23.52,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,10,55.51,23.04,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,11,55.83,22.51,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,12,56.11,21.94,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,13,56.36,21.33,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,14,56.57,20.7,51.79,14.57,1.5
2023110506_1092_54578,Percy Butler,SINGLE_HIGH,-0.48,Average,15,56.75,20.06,51.79,14.57,1.5
2023111206_1401_52453,Antoine Winfield Jr.,SINGLE_HIGH,-0.31,Average,1,52.22,35.66,44.67,37.64,0.8
2023111206_1401_52453,Antoine Winfield Jr.,SINGLE_HIGH,-0.31,Average,2,51.85,36.25,44.67,37.64,0.8
2023111206_1401_52453,Antoine Winfield Jr.,SINGLE_HIGH,-0.31,Average,3,51.46,36.83,44.67,37.64,0.8
2023111206_1401_52453,Antoine Winfield Jr.,SINGLE_HIGH,-0.31,Average,4,51.05,37.42,44.67,37.64,0.8
2023111206_1401_52453,Antoine Winfield Jr.,SINGLE_HIGH,-0.31,Average,5,50.64,37.98,44.67,37.64,0.8
2023111206_1401_52453,Antoine Winfield Jr.,SINGLE_HIGH,-0.31,Average,6,50.23,38.52,44.67,37.64,0.8
2023111206_1401_52453,Antoine Winfield Jr.,SINGLE_HIGH,-0.31,Average,7,49.8,39.03,44.67,37.64,0.8
2023111206_1401_52453,Antoine Winfield Jr.,SINGLE_HIGH,-0.31,Average,8,49.39,39.51,44.67,37.64,0.8
2023092408_2177_40107,Micah Hyde,SPLIT_DEEP,-0.11,Average,1,62.1,11.39,56.52,13.14,0.7
2023092408_2177_40107,Micah Hyde,SPLIT_DEEP,-0.11,Average,2,61.78,11.2,56.52,13.14,0.7
2023092408_2177_40107,Micah Hyde,SPLIT_DEEP,-0.11,Average,3,61.43,11.03,56.52,13.14,0.7
2023092408_2177_40107,Micah Hyde,SPLIT_DEEP,-0.11,Average,4,61.06,10.87,56.52,13.14,0.7
2023092408_2177_40107,Micah Hyde,SPLIT_DEEP,-0.11,Average,5,60.67,10.73,56.52,13.14,0.7
2023092408_2177_40107,Micah Hyde,SPLIT_DEEP,-0.11,Average,6,60.28,10.63,56.52,13.14,0.7
2023092408_2177_40107,Micah Hyde,SPLIT_DEEP,-0.11,Average,7,59.89,10.54,56.52,13.14,0.7
2023100111_318_44827,Malik Hooker,SINGLE_HIGH,0.01,Average,1,52.5,25.55,47.63,27.53,0.9
2023100111_318_44827,Malik Hooker,SINGLE_HIGH,0.01,Average,2,52.46,25.81,47.63,27.53,0.9
2023100111_318_44827,Malik Hooker,SINGLE_HIGH,0.01,Average,3,52.35,26.1,47.63,27.53,0.9
2023100111_318_44827,Malik Hooker,SINGLE_HIGH,0.01,Average,4,52.17,26.42,47.63,27.53,0.9
2023100111_318_44827,Malik Hooker,SINGLE_HIGH,0.01,Average,5,51.93,26.75,47.63,27.53,0.9
2023100111_318_44827,Malik Hooker,SINGLE_HIGH,0.01,Average,6,51.65,27.09,47.63,27.53,0.9
2023100111_318_44827,Malik Hooker,SINGLE_HIGH,0.01,Average,7,51.33,27.42,47.63,27.53,0.9
2023100111_318_44827,Malik Hooker,SINGLE_HIGH,0.01,Average,8,50.99,27.73,47.63,27.53,0.9
2023100111_318_44827,Malik Hooker,SINGLE_HIGH,0.01,Average,9,50.63,28.04,47.63,27.53,0.9
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,1,55.13,27.18,46.19,32.33,1.1
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,2,55.38,27.35,46.19,32.33,1.1
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,3,55.55,27.54,46.19,32.33,1.1
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,4,55.63,27.74,46.19,32.33,1.1
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,5,55.63,27.94,46.19,32.33,1.1
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,6,55.55,28.15,46.19,32.33,1.1
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,7,55.39,28.34,46.19,32.33,1.1
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,8,55.14,28.52,46.19,32.33,1.1
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,9,54.83,28.66,46.19,32.33,1.1
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,10,54.47,28.77,46.19,32.33,1.1
2023100200_1236_53604,Jason Pinnock,SINGLE_HIGH,0.16,Average,11,54.06,28.84,46.19,32.33,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,1,97.31,31.73,86.12,27.78,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,2,97.33,31.48,86.12,27.78,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,3,97.31,31.23,86.12,27.78,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,4,97.26,31.0,86.12,27.78,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,5,97.16,30.78,86.12,27.78,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,6,97.01,30.56,86.12,27.78,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,7,96.79,30.36,86.12,27.78,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,8,96.53,30.18,86.12,27.78,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,9,96.22,30.01,86.12,27.78,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,10,95.87,29.85,86.12,27.78,1.1
2023120309_3452_38868,Tashaun Gipson,SPLIT_DEEP,0.36,Average,11,95.48,29.71,86.12,27.78,1.1
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,1,100.28,35.27,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,2,100.37,35.78,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,3,100.41,36.32,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,4,100.41,36.86,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,5,100.35,37.42,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,6,100.23,37.98,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,7,100.05,38.53,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,8,99.83,39.07,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,9,99.55,39.59,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,10,99.22,40.09,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,11,98.85,40.57,90.18,38.5,1.2
2023100101_403_40107,Micah Hyde,SPLIT_DEEP,0.48,Average,12,98.41,41.01,90.18,38.5,1.2
2023121709_348_46123,Jessie Bates,SINGLE_HIGH,0.66,Average,1,79.78,27.65,73.92,31.21,0.7
2023121709_348_46123,Jessie Bates,SINGLE_HIGH,0.66,Average,2,79.46,27.78,73.92,31.21,0.7
2023121709_348_46123,Jessie Bates,SINGLE_HIGH,0.66,Average,3,79.12,27.92,73.92,31.21,0.7
2023121709_348_46123,Jessie Bates,SINGLE_HIGH,0.66,Average,4,78.76,28.09,73.92,31.21,0.7
2023121709_348_46123,Jessie Bates,SINGLE_HIGH,0.66,Average,5,78.39,28.27,73.92,31.21,0.7
2023121709_348_46123,Jessie Bates,SINGLE_HIGH,0.66,Average,6,78.0,28.46,73.92,31.21,0.7
2023121709_348_46123,Jessie Bates,SINGLE_HIGH,0.66,Average,7,77.6,28.65,73.92,31.21,0.7
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,1,66.92,35.51,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,2,67.11,35.62,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,3,67.3,35.75,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,4,67.5,35.9,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,5,67.7,36.04,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,6,67.91,36.16,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,7,68.12,36.26,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,8,68.33,36.33,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,9,68.55,36.36,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,10,68.79,36.34,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,11,69.03,36.28,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,12,69.29,36.16,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,13,69.56,36.0,69.68,32.79,1.4
2023091712_3951_46259,DeShon Elliott,SPLIT_DEEP,0.8,Average,14,69.84,35.79,69.68,32.79,1.4
2023123101_2149_52627,Geno Stone,SPLIT_DEEP,0.94,Average,1,63.87,16.72,58.45,16.62,0.8
2023123101_2149_52627,Geno Stone,SPLIT_DEEP,0.94,Average,2,63.73,16.75,58.45,16.62,0.8
2023123101_2149_52627,Geno Stone,SPLIT_DEEP,0.94,Average,3,63.54,16.8,58.45,16.62,0.8
2023123101_2149_52627,Geno Stone,SPLIT_DEEP,0.94,Average,4,63.27,16.86,58.45,16.62,0.8
2023123101_2149_52627,Geno Stone,SPLIT_DEEP,0.94,Average,5,62.95,16.95,58.45,16.62,0.8
2023123101_2149_52627,Geno Stone,SPLIT_DEEP,0.94,Average,6,62.58,17.04,58.45,16.62,0.8
2023123101_2149_52627,Geno Stone,SPLIT_DEEP,0.94,Average,7,62.15,17.14,58.45,16.62,0.8
2023123101_2149_52627,Geno Stone,SPLIT_DEEP,0.94,Average,8,61.67,17.28,58.45,16.62,0.8
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,1,64.13,27.29,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,2,64.67,27.21,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,3,65.21,27.12,78.68,3.25,2.5
