opportunity_id,game_id,play_id,nfl_id,player_name,player_position,role_proxy,n_deep_safeties,depth,lateral_from_mid,team_coverage_man_zone,team_coverage_type,num_frames_output,flight_time_s,ball_land_x,ball_land_y,absolute_yardline_number,play_direction,pass_result,pass_length,route_of_targeted_receiver,down,yards_to_go,offense_formation,receiver_alignment,expected_points_added,in_study,frozen_version
2023092402_1078_46123,2023092402,1078,46123,Jessie Bates,SS,SPLIT_DEEP,2,12.769999999999996,2.5700000000000003,ZONE_COVERAGE,COVER_2_ZONE,24,2.4,42.8199996948242,13.0600004196167,85,left,I,44,POST,1,10,I_FORM,2x1,-0.594111032318324,True,deep-v1
2023092402_1078_53469,2023092402,1078,53469,Richie Grant,SS,SPLIT_DEEP,2,11.790000000000006,10.31,ZONE_COVERAGE,COVER_2_ZONE,24,2.4,42.8199996948242,13.0600004196167,85,left,I,44,POST,1,10,I_FORM,2x1,-0.594111032318324,False,deep-v1
2023092402_1123_46123,2023092402,1123,46123,Jessie Bates,SS,SPLIT_DEEP,2,15.870000000000005,3.030000000000001,MAN_COVERAGE,COVER_1_MAN,15,1.5,73.8600006103516,42.5900001525879,83,left,C,12,GO,3,8,SHOTGUN,3x1,2.53839466511272,True,deep-v1
2023092402_1200_53469,2023092402,1200,53469,Richie Grant,SS,SINGLE_HIGH,1,13.36,6.82,ZONE_COVERAGE,COVER_3_ZONE,26,2.6,20.2600002288818,37.0499992370605,55,left,C,37,POST,1,10,SINGLEBACK,2x2,3.71983028459363,False,deep-v1
2023092402_1316_53530,2023092402,1316,53530,Ifeatu Melifonwu,SS,SINGLE_HIGH,1,14.670000000000002,3.860000000000003,MAN_COVERAGE,COVER_1_MAN,22,2.2,58.9199981689453,52.2299995422363,36,right,I,23,GO,3,9,SHOTGUN,3x1,-1.51264392817393,False,deep-v1
2023092402_1418_52542,2023092402,1418,52542,Jaylinn Hawkins,FS,SPLIT_DEEP,2,12.29,6.289999999999999,ZONE_COVERAGE,COVER_3_ZONE,10,1.0,61.0900001525879,33.8899993896484,76,left,C,14,IN,3,3,SHOTGUN,3x1,1.69125394360162,False,deep-v1
2023092402_1515_46123,2023092402,1515,46123,Jessie Bates,SS,SINGLE_HIGH,1,14.59,1.3999999999999986,ZONE_COVERAGE,COVER_6_ZONE,16,1.6,21.2900009155273,8.97000026702881,42,left,C,21,OUT,2,2,SINGLEBACK,3x1,1.31727919518016,True,deep-v1
2023092402_1909_53469,2023092402,1909,53469,Richie Grant,SS,SPLIT_DEEP,2,11.120000000000005,10.02,ZONE_COVERAGE,COVER_6_ZONE,15,1.5,74.2699966430664,3.02999997138977,93,left,C,20,CORNER,1,10,SHOTGUN,3x1,0.39422656421084,False,deep-v1
2023092402_2634_46123,2023092402,2634,46123,Jessie Bates,SS,SPLIT_DEEP,2,13.130000000000004,6.889999999999997,ZONE_COVERAGE,COVER_6_ZONE,10,1.0,60.0200004577637,10.5699996948242,65,left,I,7,OUT,2,20,SHOTGUN,2x2,-1.16769222938456,True,deep-v1
2023092402_2793_46151,2023092402,2793,46151,Tracy Walker III,FS,SPLIT_DEEP,2,12.240000000000002,3.4400000000000013,ZONE_COVERAGE,COVER_4_ZONE,7,0.7,48.6500015258789,26.7099990844727,39,right,I,11,SLANT,2,7,PISTOL,2x2,-0.886156531516463,False,deep-v1
2023092402_2819_46151,2023092402,2819,46151,Tracy Walker III,FS,SPLIT_DEEP,2,12.21,5.080000000000002,ZONE_COVERAGE,COVER_3_ZONE,10,1.0,51.6500015258789,34.1800003051758,39,right,I,15,IN,3,7,SHOTGUN,3x1,-1.57189475838095,False,deep-v1
2023092402_2819_53530,2023092402,2819,53530,Ifeatu Melifonwu,SS,SPLIT_DEEP,2,10.920000000000002,7.029999999999998,ZONE_COVERAGE,COVER_3_ZONE,10,1.0,51.6500015258789,34.1800003051758,39,right,I,15,IN,3,7,SHOTGUN,3x1,-1.57189475838095,False,deep-v1
2023092402_3058_46151,2023092402,3058,46151,Tracy Walker III,FS,SPLIT_DEEP,3,17.240000000000002,8.719999999999999,ZONE_COVERAGE,COVER_2_ZONE,18,1.8,62.1699981689453,51.9099998474121,38,right,I,26,GO,3,17,SHOTGUN,2x2,-1.06875032093376,False,deep-v1
2023092402_3211_52542,2023092402,3211,52542,Jaylinn Hawkins,FS,SINGLE_HIGH,1,14.709999999999994,2.639999999999997,ZONE_COVERAGE,COVER_2_ZONE,16,1.6,67.25,30.1900005340576,92,left,IN,25,POST,3,10,SHOTGUN,2x2,-2.45956582797226,False,deep-v1
2023092402_3657_46151,2023092402,3657,46151,Tracy Walker III,FS,SPLIT_DEEP,2,16.620000000000005,5.330000000000002,ZONE_COVERAGE,COVER_3_ZONE,14,1.4,76.5199966430664,37.4700012207031,96,left,C,20,POST,3,14,SHOTGUN,3x1,2.02551546896575,False,deep-v1
2023092402_3657_53530,2023092402,3657,53530,Ifeatu Melifonwu,SS,SPLIT_DEEP,2,14.25,7.799999999999997,ZONE_COVERAGE,COVER_3_ZONE,14,1.4,76.5199966430664,37.4700012207031,96,left,C,20,POST,3,14,SHOTGUN,3x1,2.02551546896575,False,deep-v1
2023092402_3686_46151,2023092402,3686,46151,Tracy Walker III,FS,SPLIT_DEEP,2,10.9,6.850000000000001,ZONE_COVERAGE,COVER_3_ZONE,6,0.6,69.6900024414062,33.7000007629395,73,left,C,4,CROSS,1,10,SHOTGUN,2x2,1.36741232097847,False,deep-v1
2023092402_3908_53530,2023092402,3908,53530,Ifeatu Melifonwu,SS,SPLIT_DEEP,2,12.47,9.880000000000004,ZONE_COVERAGE,COVER_3_ZONE,7,0.7,35.25,34.8800010681152,43,left,C,8,GO,2,17,SHOTGUN,2x2,0.895267096231692,False,deep-v1
2023092402_4336_46151,2023092402,4336,46151,Tracy Walker III,FS,SPLIT_DEEP,2,13.700000000000005,5.690000000000005,ZONE_COVERAGE,COVER_3_ZONE,8,0.8,75.1399993896484,30.6800003051758,84,left,I,9,GO,1,10,SHOTGUN,2x2,-0.334584840806201,False,deep-v1
2023092403_250_40017,2023092403,250,40017,Tyrann Mathieu,FS,SPLIT_DEEP,2,12.629999999999995,4.809999999999999,MAN_COVERAGE,COVER_1_MAN,7,0.7,64.0800018310547,19.1200008392334,61,right,C,5,SLANT,3,7,SHOTGUN,2x2,-1.12221181369387,True,deep-v1
2023092403_673_40017,2023092403,673,40017,Tyrann Mathieu,FS,SINGLE_HIGH,1,16.22,6.669999999999998,ZONE_COVERAGE,COVER_2_ZONE,23,2.3,87.7399978637695,26.1499996185303,48,right,I,40,GO,2,10,PISTOL,2x1,-0.97918998869136,True,deep-v1
2023092403_1214_56011,2023092403,1214,56011,Jordan Howden,FS,SPLIT_DEEP,2,12.189999999999998,3.639999999999997,ZONE_COVERAGE,COVER_4_ZONE,10,1.0,65.0599975585938,16.5799999237061,74,left,I,9,HITCH,2,15,EMPTY,3x2,-1.11501897615381,False,deep-v1
2023092403_1237_56011,2023092403,1237,56011,Jordan Howden,FS,SPLIT_DEEP,2,10.340000000000003,1.9899999999999984,ZONE_COVERAGE,COVER_6_ZONE,13,1.3,56.8499984741211,11.1099996566772,74,left,I,19,GO,3,15,SHOTGUN,3x1,-1.19588422612287,False,deep-v1
2023092403_1409_56011,2023092403,1409,56011,Jordan Howden,FS,SINGLE_HIGH,1,14.189999999999998,9.63,ZONE_COVERAGE,COVER_2_ZONE,28,2.8,12.3900003433228,24.6399993896484,55,left,I,45,POST,1,10,SINGLEBACK,3x1,-0.436664386419579,False,deep-v1
2023092403_1598_40017,2023092403,1598,40017,Tyrann Mathieu,FS,SPLIT_DEEP,2,10.61,4.020000000000003,MAN_COVERAGE,COVER_1_MAN,21,2.1,16.3500003814697,49.0200004577637,37,left,I,22,GO,2,8,SHOTGUN,2x2,-0.673259248491377,True,deep-v1
2023092403_1704_45021,2023092403,1704,45021,Rudy Ford,FS,SINGLE_HIGH,1,16.36,3.900000000000002,ZONE_COVERAGE,COVER_3_ZONE,36,3.6,102.290000915527,15.8199996948242,40,right,I,65,POST,1,10,SINGLEBACK,3x1,-0.446115934988484,False,deep-v1
2023092403_1835_47804,2023092403,1835,47804,Darnell Savage,FS,SINGLE_HIGH,1,13.239999999999997,4.009999999999998,ZONE_COVERAGE,COVER_6_ZONE,7,0.7,71.7300033569336,21.4899997711182,66,right,C,6,SLANT,2,9,SHOTGUN,3x1,0.680189028964378,False,deep-v1
2023092403_1919_47804,2023092403,1919,47804,Darnell Savage,FS,SINGLE_HIGH,1,17.61,0.389999999999997,ZONE_COVERAGE,COVER_3_ZONE,20,2.0,101.379997253418,1.5,76,right,C,27,GO,1,10,SHOTGUN,2x2,2.26569601654774,False,deep-v1
2023092403_2220_40017,2023092403,2220,40017,Tyrann Mathieu,FS,SPLIT_DEEP,2,15.489999999999997,6.199999999999999,ZONE_COVERAGE,COVER_3_ZONE,28,2.8,49.0299987792969,43.2799987792969,89,left,IN,41,GO,3,14,SHOTGUN,3x1,-1.05702845635824,True,deep-v1
2023092403_2220_47837,2023092403,2220,47837,Lonnie Johnson,FS,SPLIT_DEEP,2,14.379999999999995,6.980000000000004,ZONE_COVERAGE,COVER_3_ZONE,28,2.8,49.0299987792969,43.2799987792969,89,left,IN,41,GO,3,14,SHOTGUN,3x1,-1.05702845635824,False,deep-v1
2023092403_2781_56011,2023092403,2781,56011,Jordan Howden,FS,SPLIT_DEEP,2,11.540000000000006,3.84,ZONE_COVERAGE,COVER_3_ZONE,14,1.4,90.4599990844727,9.39000034332275,101,left,C,12,OUT,3,6,SHOTGUN,3x1,2.19079325441271,False,deep-v1
2023092403_2905_40017,2023092403,2905,40017,Tyrann Mathieu,FS,SPLIT_DEEP,2,13.35,9.049999999999995,ZONE_COVERAGE,COVER_3_ZONE,27,2.7,31.1299991607666,1.05999994277954,61,left,C,30,GO,1,10,EMPTY,3x2,1.69497696089093,True,deep-v1
2023092403_2905_56011,2023092403,2905,56011,Jordan Howden,FS,SPLIT_DEEP,2,14.43,5.100000000000001,ZONE_COVERAGE,COVER_3_ZONE,27,2.7,31.1299991607666,1.05999994277954,61,left,C,30,GO,1,10,EMPTY,3x2,1.69497696089093,False,deep-v1
2023092403_3198_56011,2023092403,3198,56011,Jordan Howden,FS,SPLIT_DEEP,2,12.21,4.270000000000003,MAN_COVERAGE,COVER_1_MAN,16,1.6,59.8499984741211,45.7799987792969,48,right,C,15,CORNER,2,6,SHOTGUN,2x2,1.72925584728364,False,deep-v1
2023092403_3228_40017,2023092403,3228,40017,Tyrann Mathieu,FS,SPLIT_DEEP,2,12.120000000000005,10.090000000000003,ZONE_COVERAGE,COVER_2_ZONE,11,1.1,84.7200012207031,30.1700000762939,70,right,C,16,IN,1,10,EMPTY,3x2,0.976035666884854,True,deep-v1
2023092403_3275_40017,2023092403,3275,40017,Tyrann Mathieu,FS,SINGLE_HIGH,1,15.129999999999995,1.4399999999999975,MAN_COVERAGE,COVER_1_MAN,20,2.0,111.540000915527,49.7299995422363,90,right,I,20,GO,2,7,EMPTY,3x2,-0.694801709731109,True,deep-v1
2023092403_3310_40017,2023092403,3310,40017,Tyrann Mathieu,FS,SPLIT_DEEP,2,13.620000000000005,6.399999999999999,ZONE_COVERAGE,COVER_2_ZONE,20,2.0,109.709999084473,4.53999996185303,90,right,I,20,GO,3,7,SHOTGUN,3x1,-1.13716183084762,True,deep-v1
2023092403_3383_45021,2023092403,3383,45021,Rudy Ford,FS,SPLIT_DEEP,2,12.659999999999997,6.93,ZONE_COVERAGE,COVER_3_ZONE,8,0.8,83.0100021362305,20.2600002288818,91,left,C,9,SLANT,1,10,SHOTGUN,3x1,0.643292081775144,False,deep-v1
2023092403_3466_45021,2023092403,3466,45021,Rudy Ford,FS,SPLIT_DEEP,2,17.930000000000007,4.07,ZONE_COVERAGE,COVER_3_ZONE,9,0.9,78.3300018310547,30.3700008392334,89,left,C,14,POST,2,22,SHOTGUN,3x1,0.99640345829539,False,deep-v1
2023092403_3491_47804,2023092403,3491,47804,Darnell Savage,FS,SINGLE_HIGH,1,18.049999999999997,0.9600000000000009,MAN_COVERAGE,COVER_1_MAN,18,1.8,51.5800018310547,50.0699996948242,71,left,I,19,GO,3,4,SHOTGUN,2x2,-1.58153271791525,False,deep-v1
2023092403_3666_56011,2023092403,3666,56011,Jordan Howden,FS,SPLIT_DEEP,2,13.64,7.200000000000003,ZONE_COVERAGE,COVER_4_ZONE,11,1.1,104.900001525879,25.6399993896484,97,right,C,10,IN,3,10,EMPTY,3x2,2.43071479047649,False,deep-v1
2023092403_3824_47804,2023092403,3824,47804,Darnell Savage,FS,SPLIT_DEEP,2,11.370000000000005,5.700000000000003,MAN_COVERAGE,COVER_1_MAN,7,0.7,89.8099975585938,32.9500007629395,93,left,C,4,HITCH,1,10,SHOTGUN,3x1,-0.281056651379913,False,deep-v1
2023092403_4078_56011,2023092403,4078,56011,Jordan Howden,FS,SINGLE_HIGH,1,13.829999999999998,2.84,ZONE_COVERAGE,COVER_3_ZONE,19,1.9,90.5,9.43000030517578,65,right,C,29,GO,2,10,EMPTY,3x2,2.5612081993022,False,deep-v1
2023092403_4103_40017,2023092403,4103,40017,Tyrann Mathieu,FS,SPLIT_DEEP,2,10.849999999999994,8.93,ZONE_COVERAGE,COVER_4_ZONE,7,0.7,99.4899978637695,15.1700000762939,95,right,C,6,SLANT,1,10,SHOTGUN,2x2,0.263293332245667,True,deep-v1
2023092404_1478_41256,2023092404,1478,41256,Jimmie Ward,FS,SPLIT_DEEP,2,11.959999999999994,8.149999999999999,ZONE_COVERAGE,COVER_4_ZONE,11,1.1,68.4199981689453,6.84999990463257,60,right,I,11,HITCH,2,6,SHOTGUN,2x2,-0.813749248627573,False,deep-v1
2023092404_1677_53494,2023092404,1677,53494,Andre Cisco,FS,SINGLE_HIGH,1,13.909999999999997,1.0700000000000005,ZONE_COVERAGE,COVER_3_ZONE,11,1.1,83.2600021362305,34.310001373291,100,left,I,18,IN,1,15,SINGLEBACK,3x1,-0.516726835630834,True,deep-v1
2023092404_1970_43395,2023092404,1970,43395,Eric Murray,SS,SPLIT_DEEP,2,14.709999999999994,6.480000000000004,ZONE_COVERAGE,COVER_4_ZONE,10,1.0,76.2300033569336,33.3699989318848,65,right,C,13,IN,3,10,SHOTGUN,3x1,-3.52960596431512,False,deep-v1
2023092404_2110_53494,2023092404,2110,53494,Andre Cisco,FS,SINGLE_HIGH,1,13.04,2.5700000000000003,ZONE_COVERAGE,COVER_3_ZONE,27,2.7,31.0599994659424,50.5999984741211,66,left,I,35,CORNER,1,10,SHOTGUN,2x1,-0.376750195282511,True,deep-v1
2023092404_2178_44926,2023092404,2178,44926,Rayshawn Jenkins,SS,SPLIT_DEEP,2,11.96,3.0799999999999983,ZONE_COVERAGE,COVER_4_ZONE,9,0.9,60.0999984741211,22.1100006103516,66,left,C,6,IN,2,10,SHOTGUN,3x1,0.222225800505839,True,deep-v1
2023092404_2744_44926,2023092404,2744,44926,Rayshawn Jenkins,SS,SPLIT_DEEP,2,14.47,4.520000000000003,ZONE_COVERAGE,COVER_3_ZONE,10,1.0,69.0599975585938,19.6700000762939,83,left,I,15,POST,3,8,SHOTGUN,3x1,-1.50770806660876,True,deep-v1
2023092404_2744_53494,2023092404,2744,53494,Andre Cisco,FS,SPLIT_DEEP,2,12.97,6.899999999999999,ZONE_COVERAGE,COVER_3_ZONE,10,1.0,69.0599975585938,19.6700000762939,83,left,I,15,POST,3,8,SHOTGUN,3x1,-1.50770806660876,True,deep-v1
2023092404_3566_43395,2023092404,3566,43395,Eric Murray,SS,SPLIT_DEEP,2,13.409999999999997,4.489999999999998,ZONE_COVERAGE,COVER_3_ZONE,15,1.5,49.0,5.51000022888184,63,left,C,16,HITCH,2,1,SHOTGUN,2x2,0.994457027176395,False,deep-v1
2023092404_3591_41256,2023092404,3591,41256,Jimmie Ward,FS,SPLIT_DEEP,2,12.47,3.4400000000000013,ZONE_COVERAGE,COVER_6_ZONE,11,1.1,27.3999996185303,31.5,42,left,I,14,POST,1,10,SHOTGUN,3x1,-0.365571356960572,False,deep-v1
2023092404_3639_43395,2023092404,3639,43395,Eric Murray,SS,SINGLE_HIGH,1,13.829999999999998,4.859999999999999,ZONE_COVERAGE,COVER_3_ZONE,20,2.0,11.2700004577637,43.6199989318848,36,left,C,26,CORNER,3,4,SHOTGUN,3x1,3.34885393560398,False,deep-v1
2023092404_3740_53494,2023092404,3740,53494,Andre Cisco,FS,SINGLE_HIGH,1,13.47,4.18,MAN_COVERAGE,COVER_1_MAN,20,2.0,68.2600021362305,8.21000003814697,42,right,C,28,CORNER,3,3,SHOTGUN,3x1,6.37859002035111,True,deep-v1
2023092404_3996_41256,2023092404,3996,41256,Jimmie Ward,FS,SPLIT_DEEP,2,15.130000000000004,5.619999999999997,ZONE_COVERAGE,COVER_4_ZONE,12,1.2,51.2099990844727,24.7399997711182,66,left,I,17,HITCH,4,28,SHOTGUN,3x1,-2.32690633740276,False,deep-v1
2023092404_3996_43395,2023092404,3996,43395,Eric Murray,SS,SPLIT_DEEP,2,17.86,5.390000000000001,ZONE_COVERAGE,COVER_4_ZONE,12,1.2,51.2099990844727,24.7399997711182,66,left,I,17,HITCH,4,28,SHOTGUN,3x1,-2.32690633740276,False,deep-v1
2023092405_77_54617,2023092405,77,54617,Delarrin Turner-Yell,FS,SPLIT_DEEP,2,13.22,8.309999999999999,MAN_COVERAGE,COVER_2_MAN,10,1.0,51.4799995422363,16.9899997711182,41,right,C,10,CROSS,2,4,SHOTGUN,2x1,1.24185599503107,False,deep-v1
2023092405_102_35459,2023092405,102,35459,Kareem Jackson,SS,SPLIT_DEEP,2,14.060000000000002,6.450000000000003,ZONE_COVERAGE,COVER_6_ZONE,14,1.4,77.8499984741211,19.7800006866455,56,right,C,23,POST,1,10,PISTOL,2x2,4.17677845968865,False,deep-v1
2023092405_102_54617,2023092405,102,54617,Delarrin Turner-Yell,FS,SPLIT_DEEP,2,12.14,7.479999999999997,ZONE_COVERAGE,COVER_6_ZONE,14,1.4,77.8499984741211,19.7800006866455,56,right,C,23,POST,1,10,PISTOL,2x2,4.17677845968865,False,deep-v1
2023092405_210_46259,2023092405,210,46259,DeShon Elliott,SS,SINGLE_HIGH,1,11.75,4.880000000000003,ZONE_COVERAGE,COVER_3_ZONE,22,2.2,55.4199981689453,2.17000007629395,80,left,I,28,GO,3,5,SHOTGUN,3x1,-1.63574458286166,True,deep-v1
2023092405_529_46259,2023092405,529,46259,DeShon Elliott,SS,SPLIT_DEEP,2,10.150000000000006,8.329999999999998,ZONE_COVERAGE,COVER_3_ZONE,11,1.1,70.3300018310547,35.2799987792969,85,left,C,17,HITCH,1,10,SINGLEBACK,2x2,0.882308142492548,True,deep-v1
2023092405_838_35459,2023092405,838,35459,Kareem Jackson,SS,SPLIT_DEEP,2,12.079999999999998,6.789999999999999,ZONE_COVERAGE,COVER_3_ZONE,12,1.2,41.7099990844727,20.8299999237061,29,right,C,15,POST,2,16,SHOTGUN,3x1,2.23509787069634,False,deep-v1
2023092405_838_54617,2023092405,838,54617,Delarrin Turner-Yell,FS,SPLIT_DEEP,2,15.270000000000003,4.41,ZONE_COVERAGE,COVER_3_ZONE,12,1.2,41.7099990844727,20.8299999237061,29,right,C,15,POST,2,16,SHOTGUN,3x1,2.23509787069634,False,deep-v1
2023092405_1321_46259,2023092405,1321,46259,DeShon Elliott,SS,SINGLE_HIGH,1,13.260000000000003,8.230000000000004,ZONE_COVERAGE,COVER_6_ZONE,24,2.4,98.3199996948242,22.5499992370605,62,right,C,38,POST,1,10,SINGLEBACK,2x2,2.36210370343179,True,deep-v1
2023092405_1640_53465,2023092405,1640,53465,Jevon Holland,FS,SPLIT_DEEP,2,10.14,11.880000000000004,ZONE_COVERAGE,COVER_3_ZONE,11,1.1,72.9199981689453,48.6599998474121,72,right,C,1,OUT,1,15,EMPTY,3x2,-0.534266377682798,False,deep-v1
2023092405_1692_46259,2023092405,1692,46259,DeShon Elliott,SS,SPLIT_DEEP,2,11.61,6.390000000000001,MAN_COVERAGE,COVER_0_MAN,28,2.8,112.230003356934,25.5499992370605,70,right,I,40,CROSS,3,17,SHOTGUN,3x1,-1.38434789772145,True,deep-v1
2023092405_1692_53465,2023092405,1692,53465,Jevon Holland,FS,SPLIT_DEEP,2,12.040000000000006,6.689999999999998,MAN_COVERAGE,COVER_0_MAN,28,2.8,112.230003356934,25.5499992370605,70,right,I,40,CROSS,3,17,SHOTGUN,3x1,-1.38434789772145,False,deep-v1
2023092405_1741_35459,2023092405,1741,35459,Kareem Jackson,SS,SPLIT_DEEP,2,16.430000000000007,8.139999999999997,ZONE_COVERAGE,COVER_6_ZONE,13,1.3,80.5800018310547,21.0699996948242,96,left,C,16,POST,1,10,SHOTGUN,2x2,0.639184969244525,False,deep-v1
2023092405_1741_54617,2023092405,1741,54617,Delarrin Turner-Yell,FS,SPLIT_DEEP,2,11.269999999999996,8.190000000000005,ZONE_COVERAGE,COVER_6_ZONE,13,1.3,80.5800018310547,21.0699996948242,96,left,C,16,POST,1,10,SHOTGUN,2x2,0.639184969244525,False,deep-v1
2023092405_1798_35459,2023092405,1798,35459,Kareem Jackson,SS,SPLIT_DEEP,2,16.159999999999997,4.379999999999999,ZONE_COVERAGE,COVER_3_ZONE,12,1.2,59.6500015258789,28.8400001525879,73,left,C,15,POST,2,2,SHOTGUN,2x2,0.829622578865383,False,deep-v1
2023092405_1798_54617,2023092405,1798,54617,Delarrin Turner-Yell,FS,SPLIT_DEEP,2,11.079999999999998,10.0,ZONE_COVERAGE,COVER_3_ZONE,12,1.2,59.6500015258789,28.8400001525879,73,left,C,15,POST,2,2,SHOTGUN,2x2,0.829622578865383,False,deep-v1
2023092405_1828_35459,2023092405,1828,35459,Kareem Jackson,SS,SPLIT_DEEP,2,15.509999999999998,8.209999999999997,MAN_COVERAGE,COVER_2_MAN,10,1.0,48.310001373291,21.4500007629395,58,left,C,10,POST,1,10,SHOTGUN,3x1,0.691208819975145,False,deep-v1
2023092405_2123_46259,2023092405,2123,46259,DeShon Elliott,SS,SPLIT_DEEP,2,20.43,6.859999999999999,MAN_COVERAGE,COVER_1_MAN,13,1.3,59.9500007629395,34.2700004577637,43,right,C,19,IN,2,2,SHOTGUN,3x1,1.48772967274999,True,deep-v1
2023092405_2226_46259,2023092405,2226,46259,DeShon Elliott,SS,SINGLE_HIGH,1,17.739999999999995,6.160000000000004,ZONE_COVERAGE,COVER_3_ZONE,23,2.3,107.730003356934,51.1300010681152,74,right,I,36,GO,1,10,SHOTGUN,2x2,-0.374547729385085,True,deep-v1
2023092405_2505_46259,2023092405,2505,46259,DeShon Elliott,SS,SPLIT_DEEP,2,14.369999999999996,8.439999999999998,ZONE_COVERAGE,COVER_4_ZONE,7,0.7,41.2599983215332,22.7000007629395,35,right,C,7,SLANT,1,10,SHOTGUN,2x2,0.773819145746529,True,deep-v1
2023092405_2719_35459,2023092405,2719,35459,Kareem Jackson,SS,SPLIT_DEEP,2,14.479999999999997,5.27,MAN_COVERAGE,COVER_2_MAN,16,1.6,56.439998626709,6.07000017166138,77,left,I,22,OUT,2,3,I_FORM,2x1,-0.873685269616544,False,deep-v1
2023092405_2742_35459,2023092405,2742,35459,Kareem Jackson,SS,SINGLE_HIGH,1,15.89,3.879999999999999,ZONE_COVERAGE,COVER_3_ZONE,13,1.3,64.6399993896484,24.2600002288818,77,left,C,12,HITCH,3,3,SHOTGUN,3x1,2.43703436036594,False,deep-v1
2023092405_3003_53465,2023092405,3003,53465,Jevon Holland,FS,SPLIT_DEEP,2,12.170000000000002,2.669999999999998,MAN_COVERAGE,COVER_1_MAN,6,0.6,55.2200012207031,38.5999984741211,50,right,C,5,CROSS,3,6,SHOTGUN,2x1,1.88529193401337,False,deep-v1
2023092405_3028_46259,2023092405,3028,46259,DeShon Elliott,SS,SPLIT_DEEP,2,12.989999999999997,4.43,ZONE_COVERAGE,COVER_6_ZONE,26,2.6,102.730003356934,33.9199981689453,58,right,I,46,POST,1,10,SINGLEBACK,2x2,-0.505549643654376,True,deep-v1
2023092405_3028_53465,2023092405,3028,53465,Jevon Holland,FS,SPLIT_DEEP,2,10.799999999999995,7.43,ZONE_COVERAGE,COVER_6_ZONE,26,2.6,102.730003356934,33.9199981689453,58,right,I,46,POST,1,10,SINGLEBACK,2x2,-0.505549643654376,False,deep-v1
2023092405_3259_35459,2023092405,3259,35459,Kareem Jackson,SS,SPLIT_DEEP,2,14.450000000000005,8.309999999999999,MAN_COVERAGE,COVER_1_MAN,12,1.2,33.1100006103516,29.0300006866455,51,left,C,19,POST,2,15,SHOTGUN,3x1,2.28339543764014,False,deep-v1
2023092405_3259_54617,2023092405,3259,54617,Delarrin Turner-Yell,FS,SPLIT_DEEP,2,15.6,3.68,MAN_COVERAGE,COVER_1_MAN,12,1.2,33.1100006103516,29.0300006866455,51,left,C,19,POST,2,15,SHOTGUN,3x1,2.28339543764014,False,deep-v1
2023092405_3559_52478,2023092405,3559,52478,Brandon Jones,FS,SPLIT_DEEP,2,10.930000000000009,7.949999999999999,ZONE_COVERAGE,COVER_3_ZONE,8,0.8,75.3899993896484,20.7600002288818,82,left,I,7,SLANT,2,7,SHOTGUN,2x2,-0.855032833758742,False,deep-v1
2023092405_3582_52478,2023092405,3582,52478,Brandon Jones,FS,SPLIT_DEEP,2,16.03,3.379999999999999,MAN_COVERAGE,COVER_1_MAN,16,1.6,63.7999992370605,3.14000010490417,82,left,I,20,OUT,3,7,SHOTGUN,3x1,-1.49762480380014,False,deep-v1
2023092405_3916_35459,2023092405,3916,35459,Kareem Jackson,SS,SPLIT_DEEP,2,13.97,7.259999999999998,ZONE_COVERAGE,COVER_6_ZONE,26,2.6,82.8000030517578,13.1199998855591,42,right,C,41,GO,3,10,SHOTGUN,3x1,6.59832506906241,False,deep-v1
2023092405_3916_54617,2023092405,3916,54617,Delarrin Turner-Yell,FS,SPLIT_DEEP,2,12.049999999999995,5.149999999999999,ZONE_COVERAGE,COVER_6_ZONE,26,2.6,82.8000030517578,13.1199998855591,42,right,C,41,GO,3,10,SHOTGUN,3x1,6.59832506906241,False,deep-v1
2023092405_4180_46501,2023092405,4180,46501,Elijah Campbell,FS,SPLIT_DEEP,2,10.03,8.950000000000003,ZONE_COVERAGE,COVER_3_ZONE,26,2.6,35.9199981689453,51.1100006103516,72,left,C,37,GO,1,10,EMPTY,3x2,2.85227715189103,False,deep-v1
2023092405_4180_52478,2023092405,4180,52478,Brandon Jones,FS,SPLIT_DEEP,2,17.78,1.9299999999999995,ZONE_COVERAGE,COVER_3_ZONE,26,2.6,35.9199981689453,51.1100006103516,72,left,C,37,GO,1,10,EMPTY,3x2,2.85227715189103,False,deep-v1
2023092406_320_52594,2023092406,320,52594,Alohi Gilman,FS,SINGLE_HIGH,1,16.040000000000006,8.75,ZONE_COVERAGE,COVER_3_ZONE,8,0.8,92.3099975585938,26.4500007629395,84,right,C,9,HITCH,3,8,SHOTGUN,3x1,-4.29488755238708,True,deep-v1
2023092406_597_52613,2023092406,597,52613,Josh Metellus,SS,SINGLE_HIGH,1,10.11,11.620000000000005,MAN_COVERAGE,COVER_0_MAN,10,1.0,32.3300018310547,43.8499984741211,38,left,I,6,SLANT,2,7,SHOTGUN,2x2,-0.669338148087263,False,deep-v1
2023092406_1240_52594,2023092406,1240,52594,Alohi Gilman,FS,SINGLE_HIGH,1,16.0,4.66,ZONE_COVERAGE,COVER_3_ZONE,17,1.7,27.1200008392334,40.9000015258789,56,left,C,30,POST,1,10,SINGLEBACK,2x2,1.999878283008,True,deep-v1
